source_candidate_ids,建议规范名称,动作,对象,可用区域,数值类型,所属功能域,车辆信号规范来源路径,安卓汽车辅助来源,与现有意图是否重叠,当前对应意图编号,是否拥有现有安全合同,建议运行身份,判定类别,判定依据,原候选覆盖标签
VCC-085;VCC-088,设置模式空调,设置模式,空调,按官方路径区域归并,枚举,座舱,Vehicle.Cabin.HVAC.Station.Row1.Driver.AirDistribution; Vehicle.Cabin.HVAC.Station.Row2.Driver.AirDistribution; Vehicle.Cabin.HVAC.Station.Row3.Driver.AirDistribution; Vehicle.Cabin.HVAC.Station.Row4.Driver.AirDistribution; Vehicle.Cabin.HVAC.Station.Row1.Passenger.AirDistribution; Vehicle.Cabin.HVAC.Station.Row2.Passenger.AirDistribution; Vehicle.Cabin.HVAC.Station.Row3.Passenger.AirDistribution; Vehicle.Cabin.HVAC.Station.Row4.Passenger.AirDistribution,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,是,HVAC_SET_AIRFLOW_DIRECTION,否/待审,现有身份,confirmed_existing,VSS 的分区风向枚举归并到现有空调风向设置。,缺失候选
VCC-086;VCC-087;VCC-089;VCC-090,设置空调,设置,空调,按官方路径区域归并,连续数值,座舱,Vehicle.Cabin.HVAC.Station.Row1.Driver.FanSpeed; Vehicle.Cabin.HVAC.Station.Row2.Driver.FanSpeed; Vehicle.Cabin.HVAC.Station.Row3.Driver.FanSpeed; Vehicle.Cabin.HVAC.Station.Row4.Driver.FanSpeed; Vehicle.Cabin.HVAC.Station.Row1.Driver.Temperature; Vehicle.Cabin.HVAC.Station.Row2.Driver.Temperature; Vehicle.Cabin.HVAC.Station.Row3.Driver.Temperature; Vehicle.Cabin.HVAC.Station.Row4.Driver.Temperature; Vehicle.Cabin.HVAC.Station.Row1.Passenger.FanSpeed; Vehicle.Cabin.HVAC.Station.Row2.Passenger.FanSpeed; Vehicle.Cabin.HVAC.Station.Row3.Passenger.FanSpeed; Vehicle.Cabin.HVAC.Station.Row4.Passenger.FanSpeed; Vehicle.Cabin.HVAC.Station.Row1.Passenger.Temperature; Vehicle.Cabin.HVAC.Station.Row2.Passenger.Temperature; Vehicle.Cabin.HVAC.Station.Row3.Passenger.Temperature; Vehicle.Cabin.HVAC.Station.Row4.Passenger.Temperature,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,是,HVAC_SET_FAN_SPEED;HVAC_SET_TEMPERATURE,是,现有身份,confirmed_existing,VSS 的分区风量字段归并到现有空调风量设置。,已覆盖-正式;疑似重复
VCC-091,设置车载信息娱乐参数,设置,车载信息娱乐,按官方路径区域归并,连续数值,座舱,Vehicle.Cabin.Infotainment.HMI.Brightness,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,DISPLAY_SET_BRIGHTNESS,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,疑似重复
VCC-093,设置车载信息娱乐参数,设置模式,车载信息娱乐,按官方路径区域归并,枚举,座舱,Vehicle.Cabin.Infotainment.HMI.DayNightMode,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,DISPLAY_SET_MODE,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选
VCC-120,启用车窗儿童锁,启用,车窗,按官方路径区域归并,布尔,座舱,Vehicle.Cabin.IsWindowChildLockEngaged,WINDOW_POS; WINDOW_MOVE; WINDOW_LOCK,是,CHILD_LOCK_ON,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选
VCC-121,停用车窗儿童锁,停用,车窗,按官方路径区域归并,布尔,座舱,Vehicle.Cabin.IsWindowChildLockEngaged,WINDOW_POS; WINDOW_MOVE; WINDOW_LOCK,是,CHILD_LOCK_OFF,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选
VCC-122,设置氛围灯颜色,设置模式,座舱灯光,按官方路径区域归并,枚举/颜色,座舱,Vehicle.Cabin.Light.AmbientLight.Row1.DriverSide.Color; Vehicle.Cabin.Light.AmbientLight.Row1.PassengerSide.Color; Vehicle.Cabin.Light.AmbientLight.Row2.DriverSide.Color; Vehicle.Cabin.Light.AmbientLight.Row2.PassengerSide.Color,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,是,AMBIENT_LIGHT_SET_COLOR/AMBIENT_LIGHT_SET_BRIGHTNESS/READING_LIGHT_SET_BRIGHTNESS,否/待审,现有身份,confirmed_existing,座舱灯光区域字段归并到现有氛围灯/阅读灯亮度与颜色语义。,缺失候选
VCC-123,设置氛围灯亮度,设置,座舱灯光,按官方路径区域归并,百分比,座舱,Vehicle.Cabin.Light.AmbientLight.Row1.DriverSide.Intensity; Vehicle.Cabin.Light.AmbientLight.Row1.PassengerSide.Intensity; Vehicle.Cabin.Light.AmbientLight.Row2.DriverSide.Intensity; Vehicle.Cabin.Light.AmbientLight.Row2.PassengerSide.Intensity,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,是,AMBIENT_LIGHT_SET_COLOR/AMBIENT_LIGHT_SET_BRIGHTNESS/READING_LIGHT_SET_BRIGHTNESS,否/待审,现有身份,confirmed_existing,座舱灯光区域字段归并到现有氛围灯/阅读灯亮度与颜色语义。,缺失候选
VCC-127,设置阅读/聚光灯颜色,设置模式,座舱灯光,按官方路径区域归并,枚举/颜色,座舱,Vehicle.Cabin.Light.Spotlight.Row1.DriverSide.Color; Vehicle.Cabin.Light.Spotlight.Row1.PassengerSide.Color; Vehicle.Cabin.Light.Spotlight.Row2.DriverSide.Color; Vehicle.Cabin.Light.Spotlight.Row2.PassengerSide.Color; Vehicle.Cabin.Light.Spotlight.Row3.DriverSide.Color; Vehicle.Cabin.Light.Spotlight.Row3.PassengerSide.Color; Vehicle.Cabin.Light.Spotlight.Row4.DriverSide.Color; Vehicle.Cabin.Light.Spotlight.Row4.PassengerSide.Color,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,是,AMBIENT_LIGHT_SET_COLOR/AMBIENT_LIGHT_SET_BRIGHTNESS/READING_LIGHT_SET_BRIGHTNESS,否/待审,现有身份,confirmed_existing,座舱灯光区域字段归并到现有氛围灯/阅读灯亮度与颜色语义。,缺失候选
VCC-128,设置阅读/聚光灯亮度,设置,座舱灯光,按官方路径区域归并,百分比,座舱,Vehicle.Cabin.Light.Spotlight.Row1.DriverSide.Intensity; Vehicle.Cabin.Light.Spotlight.Row1.PassengerSide.Intensity; Vehicle.Cabin.Light.Spotlight.Row2.DriverSide.Intensity; Vehicle.Cabin.Light.Spotlight.Row2.PassengerSide.Intensity; Vehicle.Cabin.Light.Spotlight.Row3.DriverSide.Intensity; Vehicle.Cabin.Light.Spotlight.Row3.PassengerSide.Intensity; Vehicle.Cabin.Light.Spotlight.Row4.DriverSide.Intensity; Vehicle.Cabin.Light.Spotlight.Row4.PassengerSide.Intensity,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,是,AMBIENT_LIGHT_SET_COLOR/AMBIENT_LIGHT_SET_BRIGHTNESS/READING_LIGHT_SET_BRIGHTNESS,否/待审,现有身份,confirmed_existing,座舱灯光区域字段归并到现有氛围灯/阅读灯亮度与颜色语义。,缺失候选
VCC-130,打开遮阳帘,打开,遮阳帘,按官方路径区域归并,布尔,座舱,Vehicle.Cabin.RearShade.IsOpen,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,SHADE_OPEN,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,疑似重复
VCC-131,关闭遮阳帘,关闭,遮阳帘,按官方路径区域归并,布尔,座舱,Vehicle.Cabin.RearShade.IsOpen,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,SHADE_CLOSE,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,疑似重复
VCC-132,设置遮阳帘,设置,遮阳帘,按官方路径区域归并,连续数值,座舱,Vehicle.Cabin.RearShade.Position,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,SHADE_SET_POSITION,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选
VCC-135;VCC-136;VCC-137;VCC-138;VCC-139;VCC-140;VCC-144;VCC-145;VCC-148;VCC-149;VCC-150;VCC-154;VCC-155;VCC-156;VCC-159,设置座椅,设置,座椅,按官方路径区域归并,连续数值,座舱,Vehicle.Cabin.Seat.Row1.DriverSide.Backrest.BottomLumbarSupport; Vehicle.Cabin.Seat.Row1.Middle.Backrest.BottomLumbarSupport; Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.BottomLumbarSupport; Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.BottomLumbarSupport; Vehicle.Cabin.Seat.Row2.Middle.Backrest.BottomLumbarSupport; Vehicle.Cabin.Seat.Row2.PassengerSide.Backrest.BottomLumbarSupport; Vehicle.Cabin.Seat.Row1.DriverSide.Backrest.HeatingCooling; Vehicle.Cabin.Seat.Row1.Middle.Backrest.HeatingCooling; Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.HeatingCooling; Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.HeatingCooling; Vehicle.Cabin.Seat.Row2.Middle.Backrest.HeatingCooling; Vehicle.Cabin.Seat.Row2.PassengerSide.Backrest.HeatingCooling; Vehicle.Cabin.Seat.Row1.DriverSide.Backrest.LumbarHeight; Vehicle.Cabin.Seat.Row1.Middle.Backrest.LumbarHeight; Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.LumbarHeight; Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.LumbarHeight; Vehicle.Cabin.Seat.Row2.Middle.Backrest.LumbarHeight; Vehicle.Cabin.Seat.Row2.PassengerSide.Backrest.LumbarHeight; Vehicle.Cabin.Seat.Row1.DriverSide.Backrest.LumbarSupport; Vehicle.Cabin.Seat.Row1.Middle.Backrest.LumbarSupport; Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.LumbarSupport; Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.LumbarSupport; Vehicle.Cabin.Seat.Row2.Middle.Backrest.LumbarSupport; Vehicle.Cabin.Seat.Row2.PassengerSide.Backrest.LumbarSupport; Vehicle.Cabin.Seat.Row1.DriverSide.Backrest.MidLumbarSupport; Vehicle.Cabin.Seat.Row1.Middle.Backrest.MidLumbarSupport; Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.MidLumbarSupport; Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.MidLumbarSupport; Vehicle.Cabin.Seat.Row2.Middle.Backrest.MidLumbarSupport; Vehicle.Cabin.Seat.Row2.PassengerSide.Backrest.MidLumbarSupport; Vehicle.Cabin.Seat.Row1.DriverSide.Backrest.Recline; Vehicle.Cabin.Seat.Row1.Middle.Backrest.Recline; Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.Recline; Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.Recline; Vehicle.Cabin.Seat.Row2.Middle.Backrest.Recline; Vehicle.Cabin.Seat.Row2.PassengerSide.Backrest.Recline; Vehicle.Cabin.Seat.Row1.DriverSide.Backrest.TopLumbarSupport; Vehicle.Cabin.Seat.Row1.Middle.Backrest.TopLumbarSupport; Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.TopLumbarSupport; Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.TopLumbarSupport; Vehicle.Cabin.Seat.Row2.Middle.Backrest.TopLumbarSupport; Vehicle.Cabin.Seat.Row2.PassengerSide.Backrest.TopLumbarSupport; Vehicle.Cabin.Seat.Row1.DriverSide.Backrest.UpperShoulderSupport; Vehicle.Cabin.Seat.Row1.Middle.Backrest.UpperShoulderSupport; Vehicle.Cabin.Seat.Row1.PassengerSide.Backrest.UpperShoulderSupport; Vehicle.Cabin.Seat.Row2.DriverSide.Backrest.UpperShoulderSupport; Vehicle.Cabin.Seat.Row2.Middle.Backrest.UpperShoulderSupport; Vehicle.Cabin.Seat.Row2.PassengerSide.Backrest.UpperShoulderSupport; Vehicle.Cabin.Seat.Row1.DriverSide.HeatingCooling; Vehicle.Cabin.Seat.Row1.Middle.HeatingCooling; Vehicle.Cabin.Seat.Row1.PassengerSide.HeatingCooling; Vehicle.Cabin.Seat.Row2.DriverSide.HeatingCooling; Vehicle.Cabin.Seat.Row2.Middle.HeatingCooling; Vehicle.Cabin.Seat.Row2.PassengerSide.HeatingCooling; Vehicle.Cabin.Seat.Row1.DriverSide.Height; Vehicle.Cabin.Seat.Row1.Middle.Height; Vehicle.Cabin.Seat.Row1.PassengerSide.Height; Vehicle.Cabin.Seat.Row2.DriverSide.Height; Vehicle.Cabin.Seat.Row2.Middle.Height; Vehicle.Cabin.Seat.Row2.PassengerSide.Height; Vehicle.Cabin.Seat.Row1.DriverSide.Massage.Level; Vehicle.Cabin.Seat.Row1.Middle.Massage.Level; Vehicle.Cabin.Seat.Row1.PassengerSide.Massage.Level; Vehicle.Cabin.Seat.Row2.DriverSide.Massage.Level; Vehicle.Cabin.Seat.Row2.Middle.Massage.Level; Vehicle.Cabin.Seat.Row2.PassengerSide.Massage.Level; Vehicle.Cabin.Seat.Row1.DriverSide.Position; Vehicle.Cabin.Seat.Row1.Middle.Position; Vehicle.Cabin.Seat.Row1.PassengerSide.Position; Vehicle.Cabin.Seat.Row2.DriverSide.Position; Vehicle.Cabin.Seat.Row2.Middle.Position; Vehicle.Cabin.Seat.Row2.PassengerSide.Position; Vehicle.Cabin.Seat.Row1.DriverSide.Seating.HeatingCooling; Vehicle.Cabin.Seat.Row1.Middle.Seating.HeatingCooling; Vehicle.Cabin.Seat.Row1.PassengerSide.Seating.HeatingCooling; Vehicle.Cabin.Seat.Row2.DriverSide.Seating.HeatingCooling; Vehicle.Cabin.Seat.Row2.Middle.Seating.HeatingCooling; Vehicle.Cabin.Seat.Row2.PassengerSide.Seating.HeatingCooling; Vehicle.Cabin.Seat.Row1.DriverSide.Seating.Length; Vehicle.Cabin.Seat.Row1.Middle.Seating.Length; Vehicle.Cabin.Seat.Row1.PassengerSide.Seating.Length; Vehicle.Cabin.Seat.Row2.DriverSide.Seating.Length; Vehicle.Cabin.Seat.Row2.Middle.Seating.Length; Vehicle.Cabin.Seat.Row2.PassengerSide.Seating.Length; Vehicle.Cabin.Seat.Row1.DriverSide.Tilt; Vehicle.Cabin.Seat.Row1.Middle.Tilt; Vehicle.Cabin.Seat.Row1.PassengerSide.Tilt; Vehicle.Cabin.Seat.Row2.DriverSide.Tilt; Vehicle.Cabin.Seat.Row2.Middle.Tilt; Vehicle.Cabin.Seat.Row2.PassengerSide.Tilt,INFO_DRIVER_SEAT; HVAC_SEAT_TEMPERATURE; HVAC_SEAT_VENTILATION; SEAT_MEMORY_SELECT; SEAT_MEMORY_SET; SEAT_BELT_BUCKLED; SEAT_BELT_HEIGHT_POS; SEAT_BELT_HEIGHT_MOVE; SEAT_FORE_AFT_POS; SEAT_FORE_AFT_MOVE; SEAT_BACKREST_ANGLE_1_POS; SEAT_BACKREST_ANGLE_1_MOVE; SEAT_BACKREST_ANGLE_2_POS; SEAT_BACKREST_ANGLE_2_MOVE; SEAT_HEIGHT_POS; SEAT_HEIGHT_MOVE; SEAT_DEPTH_POS; SEAT_DEPTH_MOVE; SEAT_TILT_POS; SEAT_TILT_MOVE; SEAT_LUMBAR_FORE_AFT_POS; SEAT_LUMBAR_FORE_AFT_MOVE; SEAT_LUMBAR_SIDE_SUPPORT_POS; SEAT_LUMBAR_SIDE_SUPPORT_MOVE; SEAT_HEADREST_HEIGHT_POS; SEAT_HEADREST_HEIGHT_POS_V2; SEAT_HEADREST_HEIGHT_MOVE; SEAT_HEADREST_ANGLE_POS; SEAT_HEADREST_ANGLE_MOVE; SEAT_HEADREST_FORE_AFT_POS; SEAT_HEADREST_FORE_AFT_MOVE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; SEAT_EASY_ACCESS_ENABLED; SEAT_AIRBAG_ENABLED; SEAT_AIRBAGS_DEPLOYED; SEAT_CUSHION_SIDE_SUPPORT_POS; SEAT_CUSHION_SIDE_SUPPORT_MOVE; SEAT_LUMBAR_VERTICAL_POS; SEAT_LUMBAR_VERTICAL_MOVE; SEAT_WALK_IN_POS; SEAT_BELT_PRETENSIONER,是,SEAT_EXISTING_OR_MERGED,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选;疑似重复
VCC-151,设置模式座椅,设置模式,座椅,按官方路径区域归并,枚举,座舱,Vehicle.Cabin.Seat.Row1.DriverSide.Massage.TypeActive; Vehicle.Cabin.Seat.Row1.Middle.Massage.TypeActive; Vehicle.Cabin.Seat.Row1.PassengerSide.Massage.TypeActive; Vehicle.Cabin.Seat.Row2.DriverSide.Massage.TypeActive; Vehicle.Cabin.Seat.Row2.Middle.Massage.TypeActive; Vehicle.Cabin.Seat.Row2.PassengerSide.Massage.TypeActive,INFO_DRIVER_SEAT; HVAC_SEAT_TEMPERATURE; HVAC_SEAT_VENTILATION; SEAT_MEMORY_SELECT; SEAT_MEMORY_SET; SEAT_BELT_BUCKLED; SEAT_BELT_HEIGHT_POS; SEAT_BELT_HEIGHT_MOVE; SEAT_FORE_AFT_POS; SEAT_FORE_AFT_MOVE; SEAT_BACKREST_ANGLE_1_POS; SEAT_BACKREST_ANGLE_1_MOVE; SEAT_BACKREST_ANGLE_2_POS; SEAT_BACKREST_ANGLE_2_MOVE; SEAT_HEIGHT_POS; SEAT_HEIGHT_MOVE; SEAT_DEPTH_POS; SEAT_DEPTH_MOVE; SEAT_TILT_POS; SEAT_TILT_MOVE; SEAT_LUMBAR_FORE_AFT_POS; SEAT_LUMBAR_FORE_AFT_MOVE; SEAT_LUMBAR_SIDE_SUPPORT_POS; SEAT_LUMBAR_SIDE_SUPPORT_MOVE; SEAT_HEADREST_HEIGHT_POS; SEAT_HEADREST_HEIGHT_POS_V2; SEAT_HEADREST_HEIGHT_MOVE; SEAT_HEADREST_ANGLE_POS; SEAT_HEADREST_ANGLE_MOVE; SEAT_HEADREST_FORE_AFT_POS; SEAT_HEADREST_FORE_AFT_MOVE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; SEAT_EASY_ACCESS_ENABLED; SEAT_AIRBAG_ENABLED; SEAT_AIRBAGS_DEPLOYED; SEAT_CUSHION_SIDE_SUPPORT_POS; SEAT_CUSHION_SIDE_SUPPORT_MOVE; SEAT_LUMBAR_VERTICAL_POS; SEAT_LUMBAR_VERTICAL_MOVE; SEAT_WALK_IN_POS; SEAT_BELT_PRETENSIONER,是,SEAT_EXISTING_OR_MERGED,否/待审,现有身份,confirmed_existing,座椅区域/分段/连续字段归并到现有座椅位置、靠背、腰托、加热、按摩等用户级能力。,缺失候选
VCC-160,打开天窗,打开,天窗,按官方路径区域归并,布尔,座舱,Vehicle.Cabin.Sunroof.Shade.IsOpen,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,SHADE_OPEN,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,疑似重复
VCC-161,关闭天窗,关闭,天窗,按官方路径区域归并,布尔,座舱,Vehicle.Cabin.Sunroof.Shade.IsOpen,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,SHADE_CLOSE,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,疑似重复
VCC-162,设置天窗,设置,天窗,按官方路径区域归并,连续数值,座舱,Vehicle.Cabin.Sunroof.Shade.Position,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,SHADE_SET_POSITION,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选
VCC-164,切换模式天窗,切换模式,天窗,按官方路径区域归并,枚举,座舱,Vehicle.Cabin.Sunroof.Switch,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,SUNROOF_OPEN_CLOSE_TILT,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,疑似重复
VCC-165,启用驻车制动,启用,驻车制动,按官方路径区域归并,布尔,底盘,Vehicle.Chassis.ParkingBrake.IsAutoApplyEnabled,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,PARKING_BRAKE_AUTO_APPLY_ENABLE,是,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,已覆盖-正式
VCC-166,停用驻车制动,停用,驻车制动,按官方路径区域归并,布尔,底盘,Vehicle.Chassis.ParkingBrake.IsAutoApplyEnabled,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,PARKING_BRAKE_AUTO_APPLY_DISABLE,是,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,已覆盖-正式
VCC-167;VCC-168;VCC-169,设置方向盘,设置,方向盘,按官方路径区域归并,连续数值,底盘,Vehicle.Chassis.SteeringWheel.Extension; Vehicle.Chassis.SteeringWheel.HeatingCooling; Vehicle.Chassis.SteeringWheel.Tilt,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),是,STEERING_WHEEL_SET_EXTENSION;STEERING_WHEEL_HEATING_ON_OR_OFF;STEERING_WHEEL_SET_TILT,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选
VCC-175;VCC-176,设置模式挡位/驾驶模式,设置模式,挡位/驾驶模式,按官方路径区域归并,枚举,动力,Vehicle.Powertrain.Transmission.GearChangeMode; Vehicle.Powertrain.Transmission.PerformanceMode,GEAR_SELECTION; CURRENT_GEAR,是,GEAR_CHANGE_MODE_SET;DRIVING_MODE_SET,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选
VCC-177,设置挡位/驾驶模式,设置,挡位/驾驶模式,按官方路径区域归并,连续数值,动力,Vehicle.Powertrain.Transmission.SelectedGear,GEAR_SELECTION; CURRENT_GEAR,是,GEAR_SET,否/待审,现有身份,confirmed_existing,按动作与对象语义直接覆盖，区域差异归并；若为同族多字段则按用户级能力合并。,缺失候选
