candidate_id,recommended_semantic,action,object,area_capability,value_type,allowed_or_range,official_primary_source_path,official_primary_type,official_primary_datatype,official_primary_unit,official_primary_description,official_auxiliary_source,source_group_key,raw_actuator_nodes,android_auxiliary_candidates,current_coverage_status,current_intent_ids,user_controllable,suspected_duplicate,recommend_add_to_understandable_space,complete_safety_contract
VCC-031,TURN_OFF LIGHT 关闭,TURN_OFF,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.Fog.Rear.IsOn; Vehicle.Body.Lights.Fog.Front.IsOn,actuator,boolean,,Indicates if light is on or off. True = On. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.Fog.IsOn,2,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_OFF; WINDSHIELD_HEATING_OFF; HAZARD_LIGHT_OFF; TURN_INDICATOR_OFF; LOW_BEAM_OFF; HIGH_BEAM_OFF; FOG_LIGHT_OFF; PARKING_LIGHT_OFF,是,是,是,否/待审
VCC-032,TURN_ON LIGHT 开启,TURN_ON,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.Hazard.IsSignaling,actuator,boolean,,Indicates if light is signaling or off. True = signaling. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.Hazard.IsSignaling,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_ON; WINDSHIELD_HEATING_ON; HAZARD_LIGHT_ON; TURN_INDICATOR_ON; LOW_BEAM_ON; HIGH_BEAM_ON; FOG_LIGHT_ON; PARKING_LIGHT_ON,是,是,是,否/待审
VCC-033,TURN_OFF LIGHT 关闭,TURN_OFF,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.Hazard.IsSignaling,actuator,boolean,,Indicates if light is signaling or off. True = signaling. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.Hazard.IsSignaling,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_OFF; WINDSHIELD_HEATING_OFF; HAZARD_LIGHT_OFF; TURN_INDICATOR_OFF; LOW_BEAM_OFF; HIGH_BEAM_OFF; FOG_LIGHT_OFF; PARKING_LIGHT_OFF,是,是,是,否/待审
VCC-034,TURN_ON LIGHT 开启,TURN_ON,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.LicensePlate.IsOn,actuator,boolean,,Indicates if light is on or off. True = On. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.LicensePlate.IsOn,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_ON; WINDSHIELD_HEATING_ON; HAZARD_LIGHT_ON; TURN_INDICATOR_ON; LOW_BEAM_ON; HIGH_BEAM_ON; FOG_LIGHT_ON; PARKING_LIGHT_ON,是,是,是,否/待审
VCC-035,TURN_OFF LIGHT 关闭,TURN_OFF,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.LicensePlate.IsOn,actuator,boolean,,Indicates if light is on or off. True = On. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.LicensePlate.IsOn,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_OFF; WINDSHIELD_HEATING_OFF; HAZARD_LIGHT_OFF; TURN_INDICATOR_OFF; LOW_BEAM_OFF; HIGH_BEAM_OFF; FOG_LIGHT_OFF; PARKING_LIGHT_OFF,是,是,是,否/待审
VCC-036,SET_MODE LIGHT LightSwitch,SET_MODE,LIGHT,按官方路径区域归并,枚举,AUTO; BEAM; DAYTIME_RUNNING_LIGHTS; OFF; POSITION,Vehicle.Body.Lights.LightSwitch,actuator,string,,Status of the vehicle main light switch.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.LightSwitch,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,缺失候选,,否,否,是,否/待审
VCC-037,TURN_ON LIGHT 开启,TURN_ON,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.Parking.IsOn,actuator,boolean,,Indicates if light is on or off. True = On. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.Parking.IsOn,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_ON; WINDSHIELD_HEATING_ON; HAZARD_LIGHT_ON; TURN_INDICATOR_ON; LOW_BEAM_ON; HIGH_BEAM_ON; FOG_LIGHT_ON; PARKING_LIGHT_ON,是,是,是,否/待审
VCC-038,TURN_OFF LIGHT 关闭,TURN_OFF,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.Parking.IsOn,actuator,boolean,,Indicates if light is on or off. True = On. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.Parking.IsOn,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_OFF; WINDSHIELD_HEATING_OFF; HAZARD_LIGHT_OFF; TURN_INDICATOR_OFF; LOW_BEAM_OFF; HIGH_BEAM_OFF; FOG_LIGHT_OFF; PARKING_LIGHT_OFF,是,是,是,否/待审
VCC-039,TURN_ON LIGHT 开启,TURN_ON,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.Running.IsOn,actuator,boolean,,Indicates if light is on or off. True = On. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.Running.IsOn,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_ON; WINDSHIELD_HEATING_ON; HAZARD_LIGHT_ON; TURN_INDICATOR_ON; LOW_BEAM_ON; HIGH_BEAM_ON; FOG_LIGHT_ON; PARKING_LIGHT_ON,是,是,是,否/待审
VCC-040,TURN_OFF LIGHT 关闭,TURN_OFF,LIGHT,按官方路径区域归并,布尔,,Vehicle.Body.Lights.Running.IsOn,actuator,boolean,,Indicates if light is on or off. True = On. False = Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Lights.Running.IsOn,1,TURN_SIGNAL_LIGHT_STATE; SEAT_FOOTWELL_LIGHTS_STATE; SEAT_FOOTWELL_LIGHTS_SWITCH; HEADLIGHTS_STATE; HIGH_BEAM_LIGHTS_STATE; FOG_LIGHTS_STATE; HAZARD_LIGHTS_STATE; HEADLIGHTS_SWITCH; HIGH_BEAM_LIGHTS_SWITCH; FOG_LIGHTS_SWITCH; HAZARD_LIGHTS_SWITCH; CABIN_LIGHTS_STATE; CABIN_LIGHTS_SWITCH; READING_LIGHTS_STATE; READING_LIGHTS_SWITCH; STEERING_WHEEL_LIGHTS_STATE; STEERING_WHEEL_LIGHTS_SWITCH; FRONT_FOG_LIGHTS_STATE; FRONT_FOG_LIGHTS_SWITCH; REAR_FOG_LIGHTS_STATE; REAR_FOG_LIGHTS_SWITCH,疑似重复,MIRROR_HEATING_OFF; WINDSHIELD_HEATING_OFF; HAZARD_LIGHT_OFF; TURN_INDICATOR_OFF; LOW_BEAM_OFF; HIGH_BEAM_OFF; FOG_LIGHT_OFF; PARKING_LIGHT_OFF,是,是,是,否/待审
VCC-041,OPEN MIRROR 开,OPEN,MIRROR,按官方路径区域归并,布尔,,Vehicle.Body.Mirrors.DriverSide.IsFolded; Vehicle.Body.Mirrors.PassengerSide.IsFolded,actuator,boolean,,Is mirror folded? True = Fully or partially folded. False = Fully unfolded.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.IsFolded,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,疑似重复,TRUNK_OPEN; HOOD_OPEN,是,是,是,否/待审
VCC-042,CLOSE MIRROR 关,CLOSE,MIRROR,按官方路径区域归并,布尔,,Vehicle.Body.Mirrors.DriverSide.IsFolded; Vehicle.Body.Mirrors.PassengerSide.IsFolded,actuator,boolean,,Is mirror folded? True = Fully or partially folded. False = Fully unfolded.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.IsFolded,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,疑似重复,TRUNK_CLOSE; HOOD_CLOSE,是,是,是,否/待审
VCC-043,TURN_ON MIRROR 开启,TURN_ON,MIRROR,按官方路径区域归并,布尔,,Vehicle.Body.Mirrors.DriverSide.IsHeatingOn; Vehicle.Body.Mirrors.PassengerSide.IsHeatingOn,actuator,boolean,,Mirror Heater on or off. True = Heater On. False = Heater Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.IsHeatingOn,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,疑似重复,MIRROR_HEATING_ON; WINDSHIELD_HEATING_ON; HAZARD_LIGHT_ON; TURN_INDICATOR_ON; LOW_BEAM_ON; HIGH_BEAM_ON; FOG_LIGHT_ON; PARKING_LIGHT_ON,是,是,是,否/待审
VCC-044,TURN_OFF MIRROR 关闭,TURN_OFF,MIRROR,按官方路径区域归并,布尔,,Vehicle.Body.Mirrors.DriverSide.IsHeatingOn; Vehicle.Body.Mirrors.PassengerSide.IsHeatingOn,actuator,boolean,,Mirror Heater on or off. True = Heater On. False = Heater Off.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.IsHeatingOn,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,疑似重复,MIRROR_HEATING_OFF; WINDSHIELD_HEATING_OFF; HAZARD_LIGHT_OFF; TURN_INDICATOR_OFF; LOW_BEAM_OFF; HIGH_BEAM_OFF; FOG_LIGHT_OFF; PARKING_LIGHT_OFF,是,是,是,否/待审
VCC-045,LOCK MIRROR 锁定,LOCK,MIRROR,按官方路径区域归并,布尔,,Vehicle.Body.Mirrors.DriverSide.IsLocked; Vehicle.Body.Mirrors.PassengerSide.IsLocked,actuator,boolean,,"Is mirror movement locked? True = Locked, mirror will not react to Tilt/Pan change. False = Unlocked.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.IsLocked,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,已覆盖-正式,TRUNK_LOCK,是,否,保持现有映射,是
VCC-046,UNLOCK MIRROR 解锁,UNLOCK,MIRROR,按官方路径区域归并,布尔,,Vehicle.Body.Mirrors.DriverSide.IsLocked; Vehicle.Body.Mirrors.PassengerSide.IsLocked,actuator,boolean,,"Is mirror movement locked? True = Locked, mirror will not react to Tilt/Pan change. False = Unlocked.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.IsLocked,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,已覆盖-正式,TRUNK_UNLOCK,是,否,保持现有映射,是
VCC-047,SET MIRROR Pan,SET,MIRROR,按官方路径区域归并,连续数值,-100..100,Vehicle.Body.Mirrors.DriverSide.Pan; Vehicle.Body.Mirrors.PassengerSide.Pan,actuator,int8,percent,Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.Pan,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,缺失候选,,否,否,是,否/待审
VCC-048,SET MIRROR Tilt,SET,MIRROR,按官方路径区域归并,连续数值,-100..100,Vehicle.Body.Mirrors.DriverSide.Tilt; Vehicle.Body.Mirrors.PassengerSide.Tilt,actuator,int8,percent,Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.Tilt,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,缺失候选,,否,否,是,否/待审
VCC-049,SET MIRROR Yaw,SET,MIRROR,按官方路径区域归并,连续数值,-100..100,Vehicle.Body.Mirrors.DriverSide.Yaw; Vehicle.Body.Mirrors.PassengerSide.Yaw,actuator,int8,percent,"Relative mirror yaw angle, measured from the vehicle sprung mass X-axis as defined by ISO 23150:2023 to the mirror X-axis, around the vehicle Z-axis (right-hand rule). 0 = Mirror in default position. Exact position (yaw relative to vehicle X-axis) is vehicle dependent. 100 = Maximum yaw. Mirror rotated clockwise as much as possible around Z-axis. -100 = Minimum yaw. Mirror rotated counter-clockwise as much as possible around Z-axis.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Mirrors.Yaw,2,HVAC_SIDE_MIRROR_HEAT; MIRROR_Z_POS; MIRROR_Z_MOVE; MIRROR_Y_POS; MIRROR_Y_MOVE; MIRROR_LOCK; MIRROR_FOLD; MIRROR_AUTO_FOLD_ENABLED; MIRROR_AUTO_TILT_ENABLED,缺失候选,,否,否,是,否/待审
VCC-050,SET PowerOptimizeLevel PowerOptimizeLevel,SET,PowerOptimizeLevel,按官方路径区域归并,连续数值,0..10,Vehicle.Body.PowerOptimizeLevel,actuator,uint8,,"Power optimization level for this branch/subsystem. A higher number indicates more aggressive power optimization. Level 0 indicates that all functionality is enabled, no power optimization enabled. Level 10 indicates most aggressive power optimization mode, only essential functionality enabled.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.PowerOptimizeLevel,1,,疑似重复,FRAGRANCE_SET_LEVEL; SEAT_HEATING_SET_LEVEL; SEAT_MASSAGE_SET_LEVEL; SEAT_VENTILATION_SET_LEVEL,是,是,是,否/待审
VCC-051,SET RearMainSpoilerPosition RearMainSpoilerPosition,SET,RearMainSpoilerPosition,按官方路径区域归并,连续数值,0..100,Vehicle.Body.RearMainSpoilerPosition,actuator,float,percent,"Rear spoiler position, 0% = Spoiler fully stowed. 100% = Spoiler fully exposed.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.RearMainSpoilerPosition,1,,缺失候选,,否,否,是,否/待审
VCC-052,LOCK TRUNK 锁定,LOCK,TRUNK,按官方路径区域归并,布尔,,Vehicle.Body.Trunk.Front.IsLocked; Vehicle.Body.Trunk.Rear.IsLocked,actuator,boolean,,Is item locked or unlocked. True = Locked. False = Unlocked.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Trunk.IsLocked,2,,已覆盖-正式,TRUNK_LOCK,是,否,保持现有映射,是
VCC-053,UNLOCK TRUNK 解锁,UNLOCK,TRUNK,按官方路径区域归并,布尔,,Vehicle.Body.Trunk.Front.IsLocked; Vehicle.Body.Trunk.Rear.IsLocked,actuator,boolean,,Is item locked or unlocked. True = Locked. False = Unlocked.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Trunk.IsLocked,2,,已覆盖-正式,TRUNK_UNLOCK,是,否,保持现有映射,是
VCC-054,OPEN TRUNK 开,OPEN,TRUNK,按官方路径区域归并,布尔,,Vehicle.Body.Trunk.Front.IsOpen; Vehicle.Body.Trunk.Rear.IsOpen,actuator,boolean,,Is item open or closed? True = Fully or partially open. False = Fully closed.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Trunk.IsOpen,2,,疑似重复,TRUNK_OPEN; HOOD_OPEN,是,是,是,否/待审
VCC-055,CLOSE TRUNK 关,CLOSE,TRUNK,按官方路径区域归并,布尔,,Vehicle.Body.Trunk.Front.IsOpen; Vehicle.Body.Trunk.Rear.IsOpen,actuator,boolean,,Is item open or closed? True = Fully or partially open. False = Fully closed.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Trunk.IsOpen,2,,疑似重复,TRUNK_CLOSE; HOOD_CLOSE,是,是,是,否/待审
VCC-056,SET TRUNK Position,SET,TRUNK,按官方路径区域归并,连续数值,0..100,Vehicle.Body.Trunk.Front.Position; Vehicle.Body.Trunk.Rear.Position,actuator,uint8,percent,Item position. 0 = Start position 100 = End position.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Trunk.Position,2,,缺失候选,,否,否,是,否/待审
VCC-057,SWITCH_MODE TRUNK Switch,SWITCH_MODE,TRUNK,按官方路径区域归并,枚举,CLOSE; INACTIVE; ONE_SHOT_CLOSE; ONE_SHOT_OPEN; OPEN,Vehicle.Body.Trunk.Front.Switch; Vehicle.Body.Trunk.Rear.Switch,actuator,string,,"Switch controlling sliding action such as window, sunroof, or blind.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Trunk.Switch,2,,疑似重复,HEADLIGHT_SET_MODE; WIPER_SET_MODE,是,是,是,否/待审
VCC-058,TURN_ON WIPER 开启,TURN_ON,WIPER,按官方路径区域归并,布尔,,Vehicle.Body.Windshield.Front.IsHeatingOn; Vehicle.Body.Windshield.Rear.IsHeatingOn,actuator,boolean,,"Windshield heater status. False - off, True - on.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Windshield.IsHeatingOn,2,,疑似重复,MIRROR_HEATING_ON; DEFROST_ON; WINDSHIELD_HEATING_ON; HAZARD_LIGHT_ON; TURN_INDICATOR_ON; LOW_BEAM_ON; HIGH_BEAM_ON; FOG_LIGHT_ON; PARKING_LIGHT_ON,是,是,是,否/待审
VCC-059,TURN_OFF WIPER 关闭,TURN_OFF,WIPER,按官方路径区域归并,布尔,,Vehicle.Body.Windshield.Front.IsHeatingOn; Vehicle.Body.Windshield.Rear.IsHeatingOn,actuator,boolean,,"Windshield heater status. False - off, True - on.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Windshield.IsHeatingOn,2,,疑似重复,MIRROR_HEATING_OFF; DEFROST_OFF; WINDSHIELD_HEATING_OFF; HAZARD_LIGHT_OFF; TURN_INDICATOR_OFF; LOW_BEAM_OFF; HIGH_BEAM_OFF; FOG_LIGHT_OFF; PARKING_LIGHT_OFF,是,是,是,否/待审
VCC-060,SET WIPER Intensity,SET,WIPER,按官方路径区域归并,连续数值,,Vehicle.Body.Windshield.Front.Wiping.Intensity; Vehicle.Body.Windshield.Rear.Wiping.Intensity,actuator,uint8,,"Relative intensity/sensitivity for interval and rain sensor mode as requested by user/driver. Has no significance if Windshield.Wiping.Mode is OFF/SLOW/MEDIUM/FAST 0 - wipers inactive. 1 - minimum intensity (lowest frequency/sensitivity, longest interval). 2/3/4/... - higher intensity (higher frequency/sensitivity, shorter interval). Maximum value supported is vehicle specific.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Windshield.Wiping.Intensity,2,,缺失候选,,否,否,是,否/待审
